Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
OPTT,"Ocean Power Technologies, Inc.",2.63,$16.62M,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt
ORIG,Ocean Rig UDW Inc.,1.41,$116.45M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig
OCFC,OceanFirst Financial Corp.,28.41,$922.65M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
OCRX,"Ocera Therapeutics, Inc.",0.57,$13.19M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx
OCLR,"Oclaro, Inc.",9.81,$1.63B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
OFED,Oconee Federal Financial Corp.,22.7225,$131.87M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed
OCUL,"Ocular Therapeutix, Inc.",6.56,$163.21M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul
OMEX,"Odyssey Marine Exploration, Inc.",5.4,$41.04M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",4.45,$2.35B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/odp
OFS,OFS Capital Corporation,14.32,$138.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofs
OHAI,OHA Investment Corporation,1.9,$38.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ohai
OVBC,Ohio Valley Banc Corp.,28.005,$130.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceuticals, Inc.",1.45,$52.14M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp
ODFL,"Old Dominion Freight Line, Inc.",88.28,$7.28B,1991,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",26.81,$291.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,17.75,$2.4B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,27.7,$137.36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",10.8,$319.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",10.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",30.55,$1.85B,2015,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/olli
ZEUS,"Olympic Steel, Inc.",22.5,$246.68M,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",47.43,$478.66M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,9.69,$415.86M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omer
OMCL,"Omnicell, Inc.",35.9,$1.31B,2001,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl
ON,ON Semiconductor Corporation,13.32,$5.55B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,1.58,$64.69M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
ONS,"Oncobiologics, Inc.",3.56,$83.94M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ons
ONSIW,"Oncobiologics, Inc.",0.3148,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiw
ONSIZ,"Oncobiologics, Inc.",0.5,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiz
OGXI,OncoGenex Pharmaceuticals Inc.,0.56,$16.81M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ogxi
OMED,"OncoMed Pharmaceuticals, Inc.",8.26,$306.38M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omed
ONTX,"Onconova Therapeutics, Inc.",2.68,$18.12M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontx
ONTXW,"Onconova Therapeutics, Inc.",0.71,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontxw
ONCS,OncoSec Medical Incorporated,1.16,$22.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncs
OHGI,"One Horizon Group, Inc.",0.3087,$11.21M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ohgi
ONVI,"Onvia, Inc.",4.5,$32.09M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/onvi
OTEX,Open Text Corporation,34.27,$9.01B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
OPXA,"Opexa Therapeutics, Inc.",0.95,$6.78M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxa
OPXAW,"Opexa Therapeutics, Inc.",0.019,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxaw
OPGN,"OpGen, Inc.",1.14,$24.76M,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgn
OPGNW,"OpGen, Inc.",0.11,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgnw
OPHT,Ophthotech Corporation,4.76,$169.92M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht
OPK,"Opko Health, Inc.",8.69,$4.84B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opk
OBAS,Optibase Ltd.,7.5576,$38.86M,1999,Finance,Real Estate,http://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,3.2713,$23.16M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/occ
OPHC,"OptimumBank Holdings, Inc.",3.88,$4.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
OPB,Opus Bank,20.35,$697.51M,2014,n/a,n/a,http://www.nasdaq.com/symbol/opb
ORMP,Oramed Pharmaceuticals Inc.,6.55,$86.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",8.82,$491.54M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,8.17,$580.2M,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/orbc
ORBK,Orbotech Ltd.,34.89,$1.66B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/orbk
ORLY,"O&#39;Reilly Automotive, Inc.",262.27,$24.77B,1993,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/orly
OREX,"Orexigen Therapeutics, Inc.",3.37,$49.16M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orex
ONVO,"Organovo Holdings, Inc.",3.69,$383.27M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
SEED,Origin Agritech Limited,2.08,$47.58M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/seed
OACQ,Origo Acquisition Corporation,10.35,$46.01M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/oacq
OACQR,Origo Acquisition Corporation,0.4,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/oacqr
OACQU,Origo Acquisition Corporation,10.5,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/oacqu
OACQW,Origo Acquisition Corporation,0.25,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/oacqw
OESX,"Orion Energy Systems, Inc.",2.07,$58.48M,2015,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/oesx
ORIT,Oritani Financial Corp.,17.35,$784.97M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,21.95,$181.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
OFIX,Orthofix International N.V.,35.94,$640.67M,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ofix
OSIS,"OSI Systems, Inc.",74.67,$1.42B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
OSIR,"Osiris Therapeutics, Inc.",5.62,$193.62M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/osir
OSN,"Ossen Innovation Co., Ltd.",2.25,$14.84M,2010,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,6.9,$22.65M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/otel
OTG,"OTG EXP, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/otg
OTIC,"Otonomy, Inc.",14.65,$442.35M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/otic
OTTW,"Ottawa Bancorp, Inc.",12.719,$43.96M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ottw
OTTR,Otter Tail Corporation,37.85,$1.49B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ottr
OVAS,OvaScience Inc.,1.58,$56.26M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
OSTK,"Overstock.com, Inc.",16.6,$421.37M,2002,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ostk
OXBR,Oxbridge Re Holdings Limited,6,$35.76M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbr
OXBRW,Oxbridge Re Holdings Limited,0.5899,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbrw
OXFD,Oxford Immunotec Global PLC,13.51,$305.35M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/oxfd
OXLC,Oxford Lane Capital Corp.,10.92,$215.76M,2011,n/a,n/a,http://www.nasdaq.com/symbol/oxlc
OXLCN,Oxford Lane Capital Corp.,25.7355,$28.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlcn
OXLCO,Oxford Lane Capital Corp.,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlco
PFIN,"P & F Industries, Inc.",8.738,$31.44M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",23.31,$149.39M,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,67.31,$23.59B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar
PACE,Pace Holdings Corp.,10.74,$604.13M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/pace
PACEU,Pace Holdings Corp.,11.59,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paceu
PACEW,Pace Holdings Corp.,0.67,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/pacew
PACB,"Pacific Biosciences of California, Inc.",4.82,$446.56M,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pacb
PCBK,Pacific Continental Corporation (Ore),24.8,$560.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
PEIX,"Pacific Ethanol, Inc.",7.1,$306.54M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,7.15,$164.44M,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,39.35,$1.09B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
PAAC,Pacific Special Acquisition Corp.,10.4,$80.28M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paac
PAACR,Pacific Special Acquisition Corp.,0.41,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paacr
PAACU,Pacific Special Acquisition Corp.,11.0199,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paacu
PAACW,Pacific Special Acquisition Corp.,0.2775,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paacw
PCRX,"Pacira Pharmaceuticals, Inc.",38.45,$1.44B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx
PACW,PacWest Bancorp,55.4,$6.74B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
PTIE,Pain Therapeutics,0.56,$25.84M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptie
PAAS,Pan American Silver Corp.,19.53,$2.98B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/paas
PNRA,Panera Bread Company,209.06,$4.85B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pnra
PANL,Pangaea Logistics Solutions Ltd.,3.152,$115.38M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/panl
PZZA,"Papa John&#39;s International, Inc.",85.22,$3.14B,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pzza
FRSH,"Papa Murphy&#39;s Holdings, Inc.",4.52,$76.63M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frsh
PBNC,Paragon Commercial Corporation,45.78,$249.5M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/pbnc
PRTK,"Paratek Pharmaceuticals, Inc. ",15.1,$341.68M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prtk
PRXL,PAREXEL International Corporation,70.89,$3.78B,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prxl
PCYG,"Park City Group, Inc.",12.65,$244.73M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pcyg
PSTB,Park Sterling Corporation,11.7,$623.63M,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
PKBK,"Parke Bancorp, Inc.",19.6,$134.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
PRKR,"ParkerVision, Inc.",2.21,$29.13M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
PKOH,Park-Ohio Holdings Corp.,44.85,$555.59M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pkoh
PTNR,Partner Communications Company Ltd.,5.77,$902.21M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptnr
PBHC,"Pathfinder Bancorp, Inc.",14.16,$59.89M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",81.75,$1.25B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/patk
